path,id,fitted_entries,method,resolution,contourLevel,pdb_rsync,emdb_rsync,map_found,pdb_found,map_path,pdb_path,subunit_count
/work/mzumbado/biostructure/em/dataset/header/emd-0213-v19.xml,emd-0213,6he9,singleParticle,6.35,0.0075,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6he9.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0213/map/emd_0213.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0213.map,/work/mzumbado/biostructure/em/dataset/models/pdb6he9.ent,34
/work/mzumbado/biostructure/em/dataset/header/emd-0214-v19.xml,emd-0214,6hea,singleParticle,7.04,0.0072,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hea.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0214/map/emd_0214.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0214.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hea.ent,34
/work/mzumbado/biostructure/em/dataset/header/emd-0215-v19.xml,emd-0215,6hec,singleParticle,6.95,0.00655,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hec.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0215/map/emd_0215.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0215.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hec.ent,34
/work/mzumbado/biostructure/em/dataset/header/emd-0216-v19.xml,emd-0216,6hed,singleParticle,6.95,0.0068,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hed.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0216/map/emd_0216.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0216.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hed.ent,34
/work/mzumbado/biostructure/em/dataset/header/emd-0228-v19.xml,emd-0228,6his,singleParticle,4.5,0.0481,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6his.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0228/map/emd_0228.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0228.map,/work/mzumbado/biostructure/em/dataset/models/pdb6his.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-0244-v19.xml,emd-0244,6hms,singleParticle,7.1,0.58,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hms.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0244/map/emd_0244.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0244.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hms.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-0251-v19.xml,emd-0251,6hqa,singleParticle,7.1,0.004,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hqa.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0251/map/emd_0251.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0251.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hqa.ent,11
/work/mzumbado/biostructure/em/dataset/header/emd-0264-v19.xml,emd-0264,6hs7,singleParticle,4.6,0.04,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hs7.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0264/map/emd_0264.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0264.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hs7.ent,25
/work/mzumbado/biostructure/em/dataset/header/emd-0288-v19.xml,emd-0288,6hv9,singleParticle,4.98,1.01,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hv9.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0288/map/emd_0288.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0288.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hv9.ent,16
/work/mzumbado/biostructure/em/dataset/header/emd-0290-v19.xml,emd-0290,6hwi,subtomogramAveraging,7.2,0.118,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hwi.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0290/map/emd_0290.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0290.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hwi.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-0291-v19.xml,emd-0291,6hww,subtomogramAveraging,6.6,0.125,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hww.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0291/map/emd_0291.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0291.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hww.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-0292-v19.xml,emd-0292,6hwx,subtomogramAveraging,7.2,0.0919,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hwx.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0292/map/emd_0292.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0292.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hwx.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-0293-v19.xml,emd-0293,6hwy,subtomogramAveraging,8.6,0.102,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hwy.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0293/map/emd_0293.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0293.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hwy.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-0315-v19.xml,emd-0315,6hz9,singleParticle,4.8,0.023,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6hz9.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0315/map/emd_0315.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0315.map,/work/mzumbado/biostructure/em/dataset/models/pdb6hz9.ent,14
/work/mzumbado/biostructure/em/dataset/header/emd-0355-v19.xml,emd-0355,6n7g,singleParticle,6.8,0.015,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n7g.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0355/map/emd_0355.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0355.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n7g.ent,10
/work/mzumbado/biostructure/em/dataset/header/emd-0358-v19.xml,emd-0358,6n7k,singleParticle,6.5,0.03,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n7k.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0358/map/emd_0358.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0358.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n7k.ent,10
/work/mzumbado/biostructure/em/dataset/header/emd-0362-v19.xml,emd-0362,6n7s,singleParticle,4.6,0.026,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n7s.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0362/map/emd_0362.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0362.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n7s.ent,7
/work/mzumbado/biostructure/em/dataset/header/emd-0365-v19.xml,emd-0365,6n7w,singleParticle,4.5,0.07,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n7w.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0365/map/emd_0365.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0365.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n7w.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-0366-v19.xml,emd-0366,6n88,singleParticle,6.2,0.0356,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n88.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0366/map/emd_0366.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0366.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n88.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-0367-v19.xml,emd-0367,6n89,singleParticle,7.5,0.034,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n89.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0367/map/emd_0367.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0367.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n89.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-0375-v19.xml,emd-0375,6n8t,singleParticle,7.7,0.4,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n8t.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0375/map/emd_0375.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0375.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n8t.ent,6
/work/mzumbado/biostructure/em/dataset/header/emd-0376-v19.xml,emd-0376,6n8v,singleParticle,9.3,0.08,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n8v.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0376/map/emd_0376.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0376.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n8v.ent,6
/work/mzumbado/biostructure/em/dataset/header/emd-0377-v19.xml,emd-0377,6n8z,singleParticle,9.3,0.07,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6n8z.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0377/map/emd_0377.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0377.map,/work/mzumbado/biostructure/em/dataset/models/pdb6n8z.ent,6
/work/mzumbado/biostructure/em/dataset/header/emd-0404-v19.xml,emd-0404,6nb7,singleParticle,4.5,1.2,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nb7.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0404/map/emd_0404.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0404.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nb7.ent,46
/work/mzumbado/biostructure/em/dataset/header/emd-0433-v19.xml,emd-0433,6nc2,singleParticle,5.2,0.04,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nc2.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0433/map/emd_0433.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0433.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nc2.ent,48
/work/mzumbado/biostructure/em/dataset/header/emd-0449-v19.xml,emd-0449,6nme,singleParticle,5.67,0.0229,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nme.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0449/map/emd_0449.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0449.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nme.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-0490-v19.xml,emd-0490,6nr8,singleParticle,7.8,0.55,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nr8.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0490/map/emd_0490.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0490.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nr8.ent,22
/work/mzumbado/biostructure/em/dataset/header/emd-0491-v19.xml,emd-0491,6nr9,singleParticle,8.5,0.6,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nr9.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0491/map/emd_0491.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0491.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nr9.ent,22
/work/mzumbado/biostructure/em/dataset/header/emd-0492-v19.xml,emd-0492,6nra,singleParticle,7.7,0.05,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nra.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0492/map/emd_0492.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0492.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nra.ent,16
/work/mzumbado/biostructure/em/dataset/header/emd-0493-v19.xml,emd-0493,6nrb,singleParticle,8.7,0.025,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nrb.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0493/map/emd_0493.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0493.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nrb.ent,22
/work/mzumbado/biostructure/em/dataset/header/emd-0494-v19.xml,emd-0494,6nrc,singleParticle,8.3,0.7,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nrc.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0494/map/emd_0494.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0494.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nrc.ent,22
/work/mzumbado/biostructure/em/dataset/header/emd-0495-v19.xml,emd-0495,6nrd,singleParticle,8.2,0.7,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nrd.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0495/map/emd_0495.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0495.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nrd.ent,22
/work/mzumbado/biostructure/em/dataset/header/emd-0505-v19.xml,emd-0505,6nt8,singleParticle,6.5,0.015,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6nt8.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0505/map/emd_0505.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0505.map,/work/mzumbado/biostructure/em/dataset/models/pdb6nt8.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-0608-v19.xml,emd-0608,6o2m,singleParticle,6.3,4.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6o2m.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0608/map/emd_0608.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0608.map,/work/mzumbado/biostructure/em/dataset/models/pdb6o2m.ent,14
/work/mzumbado/biostructure/em/dataset/header/emd-0610-v19.xml,emd-0610,6o2o,singleParticle,4.53,0.0545,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6o2o.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0610/map/emd_0610.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0610.map,/work/mzumbado/biostructure/em/dataset/models/pdb6o2o.ent,14
/work/mzumbado/biostructure/em/dataset/header/emd-0646-v19.xml,emd-0646,6o7v,singleParticle,6.6,0.18,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6o7v.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0646/map/emd_0646.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0646.map,/work/mzumbado/biostructure/em/dataset/models/pdb6o7v.ent,31
/work/mzumbado/biostructure/em/dataset/header/emd-0647-v19.xml,emd-0647,6o7w,singleParticle,7.0,0.16,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6o7w.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0647/map/emd_0647.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0647.map,/work/mzumbado/biostructure/em/dataset/models/pdb6o7w.ent,31
/work/mzumbado/biostructure/em/dataset/header/emd-0648-v19.xml,emd-0648,6o7x,singleParticle,8.7,0.12,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6o7x.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0648/map/emd_0648.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0648.map,/work/mzumbado/biostructure/em/dataset/models/pdb6o7x.ent,31
/work/mzumbado/biostructure/em/dataset/header/emd-0671-v19.xml,emd-0671,6j4w,singleParticle,7.9,0.012,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6j4w.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0671/map/emd_0671.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0671.map,/work/mzumbado/biostructure/em/dataset/models/pdb6j4w.ent,26
/work/mzumbado/biostructure/em/dataset/header/emd-0675-v19.xml,emd-0675,6j50,singleParticle,4.7,0.016,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6j50.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0675/map/emd_0675.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0675.map,/work/mzumbado/biostructure/em/dataset/models/pdb6j50.ent,27
/work/mzumbado/biostructure/em/dataset/header/emd-0695-v19.xml,emd-0695,6kiz,singleParticle,4.5,0.005,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6kiz.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0695/map/emd_0695.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0695.map,/work/mzumbado/biostructure/em/dataset/models/pdb6kiz.ent,14
/work/mzumbado/biostructure/em/dataset/header/emd-0709-v19.xml,emd-0709,6kle,singleParticle,4.5,0.03,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6kle.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0709/map/emd_0709.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0709.map,/work/mzumbado/biostructure/em/dataset/models/pdb6kle.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-0714-v19.xml,emd-0714,6klp,singleParticle,6.6,0.016,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6klp.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0714/map/emd_0714.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0714.map,/work/mzumbado/biostructure/em/dataset/models/pdb6klp.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-0715-v19.xml,emd-0715,6klq,singleParticle,7.7,0.0139,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6klq.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0715/map/emd_0715.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0715.map,/work/mzumbado/biostructure/em/dataset/models/pdb6klq.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-0728-v19.xml,emd-0728,6kn7,singleParticle,6.6,0.0376,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6kn7.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0728/map/emd_0728.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0728.map,/work/mzumbado/biostructure/em/dataset/models/pdb6kn7.ent,29
/work/mzumbado/biostructure/em/dataset/header/emd-0729-v19.xml,emd-0729,6kn8,singleParticle,4.8,0.0456,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6kn8.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0729/map/emd_0729.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0729.map,/work/mzumbado/biostructure/em/dataset/models/pdb6kn8.ent,29
/work/mzumbado/biostructure/em/dataset/header/emd-0759-v19.xml,emd-0759,6ks7,singleParticle,4.62,1.05,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6ks7.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0759/map/emd_0759.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0759.map,/work/mzumbado/biostructure/em/dataset/models/pdb6ks7.ent,16
/work/mzumbado/biostructure/em/dataset/header/emd-0760-v19.xml,emd-0760,6ks8,singleParticle,4.69,0.85,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6ks8.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0760/map/emd_0760.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0760.map,/work/mzumbado/biostructure/em/dataset/models/pdb6ks8.ent,16
/work/mzumbado/biostructure/em/dataset/header/emd-0773-v19.xml,emd-0773,6ksp,singleParticle,8.1,0.3,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6ksp.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0773/map/emd_0773.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0773.map,/work/mzumbado/biostructure/em/dataset/models/pdb6ksp.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-0774-v19.xml,emd-0774,6kss,singleParticle,8.1,0.325,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6kss.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0774/map/emd_0774.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0774.map,/work/mzumbado/biostructure/em/dataset/models/pdb6kss.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-0777-v19.xml,emd-0777,6kw3,singleParticle,7.13,0.025,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6kw3.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0777/map/emd_0777.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0777.map,/work/mzumbado/biostructure/em/dataset/models/pdb6kw3.ent,28
/work/mzumbado/biostructure/em/dataset/header/emd-0778-v19.xml,emd-0778,6kw4,singleParticle,7.55,0.018000000000000002,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6kw4.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0778/map/emd_0778.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0778.map,/work/mzumbado/biostructure/em/dataset/models/pdb6kw4.ent,28
/work/mzumbado/biostructure/em/dataset/header/emd-0790-v19.xml,emd-0790,6kzm,singleParticle,9.6,0.83,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6kzm.ent.gz,rsync.rcsb.org::emdb/structures/EMD-0790/map/emd_0790.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_0790.map,/work/mzumbado/biostructure/em/dataset/models/pdb6kzm.ent,4
