id,map_path,contourLevel,tagged_path,subunits,matched_subunits,voxels,voxels_matched,voxels_discarted,voxels_reassigned,voxels_assigned
10252,/data/ggutierrez/models/10252_resized.mrc,0.0111,/data/ggutierrez/dataset/gt/10252_resized_gt.mrc,5,5,280367,270830,9537,66554,23139
10253,/data/ggutierrez/models/10253_resized.mrc,0.0118,/data/ggutierrez/dataset/gt/10253_resized_gt.mrc,5,5,252254,238219,14035,64409,126630
10253,/data/ggutierrez/models/10253_resized.mrc,0.0118,/data/ggutierrez/dataset/gt/10253_resized_gt.mrc,5,5,252254,238219,14035,64409,53891
10253,/data/ggutierrez/models/10253_resized.mrc,0.0118,/data/ggutierrez/dataset/gt/10253_resized_gt.mrc,5,5,252254,238219,14035,64409,6729
10253,/data/ggutierrez/models/10253_resized.mrc,0.0118,/data/ggutierrez/dataset/gt/10253_resized_gt.mrc,5,5,252254,238219,14035,64409,32123
10253,/data/ggutierrez/models/10253_resized.mrc,0.0118,/data/ggutierrez/dataset/gt/10253_resized_gt.mrc,5,5,252254,238219,14035,64409,18846
10254,/data/ggutierrez/models/10254_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10254_resized_gt.mrc,5,5,264792,252191,12601,65079,133774
10254,/data/ggutierrez/models/10254_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10254_resized_gt.mrc,5,5,264792,252191,12601,65079,55687
10254,/data/ggutierrez/models/10254_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10254_resized_gt.mrc,5,5,264792,252191,12601,65079,8018
10254,/data/ggutierrez/models/10254_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10254_resized_gt.mrc,5,5,264792,252191,12601,65079,34582
10254,/data/ggutierrez/models/10254_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10254_resized_gt.mrc,5,5,264792,252191,12601,65079,20130
10255,/data/ggutierrez/models/10255_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10255_resized_gt.mrc,5,5,300597,289891,10706,70301,154084
10255,/data/ggutierrez/models/10255_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10255_resized_gt.mrc,5,5,300597,289891,10706,70301,65019
10255,/data/ggutierrez/models/10255_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10255_resized_gt.mrc,5,5,300597,289891,10706,70301,8592
10255,/data/ggutierrez/models/10255_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10255_resized_gt.mrc,5,5,300597,289891,10706,70301,38569
10255,/data/ggutierrez/models/10255_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10255_resized_gt.mrc,5,5,300597,289891,10706,70301,23627
10269,/data/ggutierrez/models/10269_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10269_resized_gt.mrc,5,5,275270,265919,9351,62754,141777
10269,/data/ggutierrez/models/10269_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10269_resized_gt.mrc,5,5,275270,265919,9351,62754,61272
10269,/data/ggutierrez/models/10269_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10269_resized_gt.mrc,5,5,275270,265919,9351,62754,6701
10269,/data/ggutierrez/models/10269_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10269_resized_gt.mrc,5,5,275270,265919,9351,62754,33094
10269,/data/ggutierrez/models/10269_resized.mrc,0.0113,/data/ggutierrez/dataset/gt/10269_resized_gt.mrc,5,5,275270,265919,9351,62754,23075
10271,/data/ggutierrez/models/10271_resized.mrc,0.012,/data/ggutierrez/dataset/gt/10271_resized_gt.mrc,5,5,241484,232428,9056,61722,120876
10271,/data/ggutierrez/models/10271_resized.mrc,0.012,/data/ggutierrez/dataset/gt/10271_resized_gt.mrc,5,5,241484,232428,9056,61722,53577
10271,/data/ggutierrez/models/10271_resized.mrc,0.012,/data/ggutierrez/dataset/gt/10271_resized_gt.mrc,5,5,241484,232428,9056,61722,8782
10271,/data/ggutierrez/models/10271_resized.mrc,0.012,/data/ggutierrez/dataset/gt/10271_resized_gt.mrc,5,5,241484,232428,9056,61722,30567
10271,/data/ggutierrez/models/10271_resized.mrc,0.012,/data/ggutierrez/dataset/gt/10271_resized_gt.mrc,5,5,241484,232428,9056,61722,18626
10272,/data/ggutierrez/models/10272_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10272_resized_gt.mrc,5,5,298115,285604,12511,81346,152749
10272,/data/ggutierrez/models/10272_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10272_resized_gt.mrc,5,5,298115,285604,12511,81346,64332
10272,/data/ggutierrez/models/10272_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10272_resized_gt.mrc,5,5,298115,285604,12511,81346,7609
10272,/data/ggutierrez/models/10272_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10272_resized_gt.mrc,5,5,298115,285604,12511,81346,37605
10272,/data/ggutierrez/models/10272_resized.mrc,0.0106,/data/ggutierrez/dataset/gt/10272_resized_gt.mrc,5,5,298115,285604,12511,81346,23309
10274,/data/ggutierrez/models/10274_resized.mrc,0.0121,/data/ggutierrez/dataset/gt/10274_resized_gt.mrc,5,5,238210,226854,11356,58126,120964
10274,/data/ggutierrez/models/10274_resized.mrc,0.0121,/data/ggutierrez/dataset/gt/10274_resized_gt.mrc,5,5,238210,226854,11356,58126,47931
10274,/data/ggutierrez/models/10274_resized.mrc,0.0121,/data/ggutierrez/dataset/gt/10274_resized_gt.mrc,5,5,238210,226854,11356,58126,9723
10274,/data/ggutierrez/models/10274_resized.mrc,0.0121,/data/ggutierrez/dataset/gt/10274_resized_gt.mrc,5,5,238210,226854,11356,58126,30464
10274,/data/ggutierrez/models/10274_resized.mrc,0.0121,/data/ggutierrez/dataset/gt/10274_resized_gt.mrc,5,5,238210,226854,11356,58126,17772
10275,/data/ggutierrez/models/10275_resized.mrc,0.0122,/data/ggutierrez/dataset/gt/10275_resized_gt.mrc,5,5,242830,233429,9401,57183,121760
10275,/data/ggutierrez/models/10275_resized.mrc,0.0122,/data/ggutierrez/dataset/gt/10275_resized_gt.mrc,5,5,242830,233429,9401,57183,55885
10275,/data/ggutierrez/models/10275_resized.mrc,0.0122,/data/ggutierrez/dataset/gt/10275_resized_gt.mrc,5,5,242830,233429,9401,57183,4857
10275,/data/ggutierrez/models/10275_resized.mrc,0.0122,/data/ggutierrez/dataset/gt/10275_resized_gt.mrc,5,5,242830,233429,9401,57183,33430
10275,/data/ggutierrez/models/10275_resized.mrc,0.0122,/data/ggutierrez/dataset/gt/10275_resized_gt.mrc,5,5,242830,233429,9401,57183,17497
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,8535
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,28696
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,6739
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,7014
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,10478
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,7404
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,9052
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,7008
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,9342
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,7803
10392,/data/ggutierrez/models/10392_resized.mrc,0.055,/data/ggutierrez/dataset/gt/10392_resized_gt.mrc,11,11,126885,126839,46,64456,24768
10699,/data/ggutierrez/models/10699_resized.mrc,0.6,/data/ggutierrez/dataset/gt/10699_resized_gt.mrc,6,6,151123,149847,1276,53484,34336
10699,/data/ggutierrez/models/10699_resized.mrc,0.6,/data/ggutierrez/dataset/gt/10699_resized_gt.mrc,6,6,151123,149847,1276,53484,12884
10699,/data/ggutierrez/models/10699_resized.mrc,0.6,/data/ggutierrez/dataset/gt/10699_resized_gt.mrc,6,6,151123,149847,1276,53484,40680
10699,/data/ggutierrez/models/10699_resized.mrc,0.6,/data/ggutierrez/dataset/gt/10699_resized_gt.mrc,6,6,151123,149847,1276,53484,36918
10699,/data/ggutierrez/models/10699_resized.mrc,0.6,/data/ggutierrez/dataset/gt/10699_resized_gt.mrc,6,6,151123,149847,1276,53484,14056
10699,/data/ggutierrez/models/10699_resized.mrc,0.6,/data/ggutierrez/dataset/gt/10699_resized_gt.mrc,6,6,151123,149847,1276,53484,10973
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,40329
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,21124
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,19735
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,19418
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,41186
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,41151
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,41768
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,8631
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,8082
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,8393
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,8582
11042,/data/ggutierrez/models/11042_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11042_resized_gt.mrc,12,12,279499,279499,0,100276,21100
11190,/data/ggutierrez/models/11190_resized.mrc,0.35,/data/ggutierrez/dataset/gt/11190_resized_gt.mrc,8,8,75909,75750,159,180,9112
11190,/data/ggutierrez/models/11190_resized.mrc,0.35,/data/ggutierrez/dataset/gt/11190_resized_gt.mrc,8,8,75909,75750,159,180,9494
11190,/data/ggutierrez/models/11190_resized.mrc,0.35,/data/ggutierrez/dataset/gt/11190_resized_gt.mrc,8,8,75909,75750,159,180,9553
11190,/data/ggutierrez/models/11190_resized.mrc,0.35,/data/ggutierrez/dataset/gt/11190_resized_gt.mrc,8,8,75909,75750,159,180,9473
11190,/data/ggutierrez/models/11190_resized.mrc,0.35,/data/ggutierrez/dataset/gt/11190_resized_gt.mrc,8,8,75909,75750,159,180,9479
11190,/data/ggutierrez/models/11190_resized.mrc,0.35,/data/ggutierrez/dataset/gt/11190_resized_gt.mrc,8,8,75909,75750,159,180,9454
11190,/data/ggutierrez/models/11190_resized.mrc,0.35,/data/ggutierrez/dataset/gt/11190_resized_gt.mrc,8,8,75909,75750,159,180,9460
11190,/data/ggutierrez/models/11190_resized.mrc,0.35,/data/ggutierrez/dataset/gt/11190_resized_gt.mrc,8,8,75909,75750,159,180,9725
11277,/data/ggutierrez/models/11277_resized.mrc,0.028,/data/ggutierrez/dataset/gt/11277_resized_gt.mrc,4,4,200938,200937,1,44433,37626
11277,/data/ggutierrez/models/11277_resized.mrc,0.028,/data/ggutierrez/dataset/gt/11277_resized_gt.mrc,4,4,200938,200937,1,44433,66192
11277,/data/ggutierrez/models/11277_resized.mrc,0.028,/data/ggutierrez/dataset/gt/11277_resized_gt.mrc,4,4,200938,200937,1,44433,38267
11277,/data/ggutierrez/models/11277_resized.mrc,0.028,/data/ggutierrez/dataset/gt/11277_resized_gt.mrc,4,4,200938,200937,1,44433,58852
11688,/data/ggutierrez/models/11688_resized.mrc,0.2,/data/ggutierrez/dataset/gt/11688_resized_gt.mrc,6,6,855858,852350,3508,305637,179814
11688,/data/ggutierrez/models/11688_resized.mrc,0.2,/data/ggutierrez/dataset/gt/11688_resized_gt.mrc,6,6,855858,852350,3508,305637,93954
11688,/data/ggutierrez/models/11688_resized.mrc,0.2,/data/ggutierrez/dataset/gt/11688_resized_gt.mrc,6,6,855858,852350,3508,305637,94600
11688,/data/ggutierrez/models/11688_resized.mrc,0.2,/data/ggutierrez/dataset/gt/11688_resized_gt.mrc,6,6,855858,852350,3508,305637,95943
11688,/data/ggutierrez/models/11688_resized.mrc,0.2,/data/ggutierrez/dataset/gt/11688_resized_gt.mrc,6,6,855858,852350,3508,305637,193225
11688,/data/ggutierrez/models/11688_resized.mrc,0.2,/data/ggutierrez/dataset/gt/11688_resized_gt.mrc,6,6,855858,852350,3508,305637,194814
11837,/data/ggutierrez/models/11837_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11837_resized_gt.mrc,5,5,177342,177342,0,88525,1572
11837,/data/ggutierrez/models/11837_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11837_resized_gt.mrc,5,5,177342,177342,0,88525,42392
11837,/data/ggutierrez/models/11837_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11837_resized_gt.mrc,5,5,177342,177342,0,88525,37411
11837,/data/ggutierrez/models/11837_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11837_resized_gt.mrc,5,5,177342,177342,0,88525,50074
11837,/data/ggutierrez/models/11837_resized.mrc,0.01,/data/ggutierrez/dataset/gt/11837_resized_gt.mrc,5,5,177342,177342,0,88525,45893
11838,/data/ggutierrez/models/11838_resized.mrc,0.014,/data/ggutierrez/dataset/gt/11838_resized_gt.mrc,5,5,127167,127167,0,18692,2563
11838,/data/ggutierrez/models/11838_resized.mrc,0.014,/data/ggutierrez/dataset/gt/11838_resized_gt.mrc,5,5,127167,127167,0,18692,21876
11838,/data/ggutierrez/models/11838_resized.mrc,0.014,/data/ggutierrez/dataset/gt/11838_resized_gt.mrc,5,5,127167,127167,0,18692,41677
11838,/data/ggutierrez/models/11838_resized.mrc,0.014,/data/ggutierrez/dataset/gt/11838_resized_gt.mrc,5,5,127167,127167,0,18692,20162
11838,/data/ggutierrez/models/11838_resized.mrc,0.014,/data/ggutierrez/dataset/gt/11838_resized_gt.mrc,5,5,127167,127167,0,18692,40889
12051,/data/ggutierrez/models/12051_resized.mrc,0.0232,/data/ggutierrez/dataset/gt/12051_resized_gt.mrc,6,6,74614,74614,0,3233,12095
12051,/data/ggutierrez/models/12051_resized.mrc,0.0232,/data/ggutierrez/dataset/gt/12051_resized_gt.mrc,6,6,74614,74614,0,3233,14055
12051,/data/ggutierrez/models/12051_resized.mrc,0.0232,/data/ggutierrez/dataset/gt/12051_resized_gt.mrc,6,6,74614,74614,0,3233,14082
12051,/data/ggutierrez/models/12051_resized.mrc,0.0232,/data/ggutierrez/dataset/gt/12051_resized_gt.mrc,6,6,74614,74614,0,3233,13466
12051,/data/ggutierrez/models/12051_resized.mrc,0.0232,/data/ggutierrez/dataset/gt/12051_resized_gt.mrc,6,6,74614,74614,0,3233,8274
12051,/data/ggutierrez/models/12051_resized.mrc,0.0232,/data/ggutierrez/dataset/gt/12051_resized_gt.mrc,6,6,74614,74614,0,3233,12642
12312,/data/ggutierrez/models/12312_resized.mrc,0.26,/data/ggutierrez/dataset/gt/12312_resized_gt.mrc,7,7,718658,718432,226,119366,108313
12312,/data/ggutierrez/models/12312_resized.mrc,0.26,/data/ggutierrez/dataset/gt/12312_resized_gt.mrc,7,7,718658,718432,226,119366,118940
12312,/data/ggutierrez/models/12312_resized.mrc,0.26,/data/ggutierrez/dataset/gt/12312_resized_gt.mrc,7,7,718658,718432,226,119366,115750
12312,/data/ggutierrez/models/12312_resized.mrc,0.26,/data/ggutierrez/dataset/gt/12312_resized_gt.mrc,7,7,718658,718432,226,119366,129184
12312,/data/ggutierrez/models/12312_resized.mrc,0.26,/data/ggutierrez/dataset/gt/12312_resized_gt.mrc,7,7,718658,718432,226,119366,117215
