id,subunit,patch,data_path
0790,1,60,data_patches/0790_1.npy
0790,1,61,data_patches/0790_1.npy
0790,1,62,data_patches/0790_1.npy
0790,1,63,data_patches/0790_1.npy
0790,1,64,data_patches/0790_1.npy
0790,1,65,data_patches/0790_1.npy
0790,1,66,data_patches/0790_1.npy
0790,1,67,data_patches/0790_1.npy
0790,1,68,data_patches/0790_1.npy
0790,1,69,data_patches/0790_1.npy
0790,1,70,data_patches/0790_1.npy
0790,1,71,data_patches/0790_1.npy
0790,1,72,data_patches/0790_1.npy
0790,1,73,data_patches/0790_1.npy
0790,1,74,data_patches/0790_1.npy
0790,1,75,data_patches/0790_1.npy
0790,1,76,data_patches/0790_1.npy
0790,1,77,data_patches/0790_1.npy
0790,1,78,data_patches/0790_1.npy
0790,1,79,data_patches/0790_1.npy
0790,1,80,data_patches/0790_1.npy
0790,1,81,data_patches/0790_1.npy
0790,1,82,data_patches/0790_1.npy
0790,1,83,data_patches/0790_1.npy
0790,2,0,data_patches/0790_2.npy
0790,2,1,data_patches/0790_2.npy
0790,2,2,data_patches/0790_2.npy
0790,2,3,data_patches/0790_2.npy
0790,2,4,data_patches/0790_2.npy
0790,2,5,data_patches/0790_2.npy
0790,2,6,data_patches/0790_2.npy
0790,2,7,data_patches/0790_2.npy
0790,2,8,data_patches/0790_2.npy
0790,2,9,data_patches/0790_2.npy
0790,2,10,data_patches/0790_2.npy
0790,2,11,data_patches/0790_2.npy
0790,2,12,data_patches/0790_2.npy
0790,2,13,data_patches/0790_2.npy
0790,2,14,data_patches/0790_2.npy
0790,2,15,data_patches/0790_2.npy
0790,2,16,data_patches/0790_2.npy
0790,2,17,data_patches/0790_2.npy
0790,2,18,data_patches/0790_2.npy
0790,2,19,data_patches/0790_2.npy
0790,2,20,data_patches/0790_2.npy
0790,2,21,data_patches/0790_2.npy
0790,2,22,data_patches/0790_2.npy
0790,2,23,data_patches/0790_2.npy
0790,2,24,data_patches/0790_2.npy
0790,2,25,data_patches/0790_2.npy
0790,2,26,data_patches/0790_2.npy
0790,2,27,data_patches/0790_2.npy
0790,2,28,data_patches/0790_2.npy
0790,2,29,data_patches/0790_2.npy
0790,2,30,data_patches/0790_2.npy
0790,2,31,data_patches/0790_2.npy
0790,2,32,data_patches/0790_2.npy
0790,2,33,data_patches/0790_2.npy
0790,2,34,data_patches/0790_2.npy
0790,2,35,data_patches/0790_2.npy
0790,2,36,data_patches/0790_2.npy
0790,2,37,data_patches/0790_2.npy
0790,2,38,data_patches/0790_2.npy
0790,2,39,data_patches/0790_2.npy
0790,2,40,data_patches/0790_2.npy
0790,2,41,data_patches/0790_2.npy
0790,2,42,data_patches/0790_2.npy
0790,2,43,data_patches/0790_2.npy
0790,2,44,data_patches/0790_2.npy
0790,2,45,data_patches/0790_2.npy
0790,2,46,data_patches/0790_2.npy
0790,2,47,data_patches/0790_2.npy
0790,2,48,data_patches/0790_2.npy
0790,2,49,data_patches/0790_2.npy
0790,2,50,data_patches/0790_2.npy
0790,2,51,data_patches/0790_2.npy
0790,2,52,data_patches/0790_2.npy
0790,2,53,data_patches/0790_2.npy
0790,2,54,data_patches/0790_2.npy
0790,2,55,data_patches/0790_2.npy
0790,2,56,data_patches/0790_2.npy
0790,2,57,data_patches/0790_2.npy
0790,2,58,data_patches/0790_2.npy
0790,2,59,data_patches/0790_2.npy
0790,2,60,data_patches/0790_2.npy
0790,2,61,data_patches/0790_2.npy
0790,2,62,data_patches/0790_2.npy
0790,2,63,data_patches/0790_2.npy
0790,2,64,data_patches/0790_2.npy
0790,2,65,data_patches/0790_2.npy
0790,2,66,data_patches/0790_2.npy
0790,2,67,data_patches/0790_2.npy
0790,2,68,data_patches/0790_2.npy
0790,2,69,data_patches/0790_2.npy
0790,2,70,data_patches/0790_2.npy
0790,2,71,data_patches/0790_2.npy
0790,2,72,data_patches/0790_2.npy
0790,2,73,data_patches/0790_2.npy
0790,2,74,data_patches/0790_2.npy
0790,2,75,data_patches/0790_2.npy
0790,2,76,data_patches/0790_2.npy
0790,2,77,data_patches/0790_2.npy
0790,2,78,data_patches/0790_2.npy
0790,2,79,data_patches/0790_2.npy
0790,2,80,data_patches/0790_2.npy
0790,2,81,data_patches/0790_2.npy
0790,2,82,data_patches/0790_2.npy
0790,2,83,data_patches/0790_2.npy
0790,3,0,data_patches/0790_3.npy
0790,3,1,data_patches/0790_3.npy
0790,3,2,data_patches/0790_3.npy
0790,3,3,data_patches/0790_3.npy
0790,3,4,data_patches/0790_3.npy
0790,3,5,data_patches/0790_3.npy
0790,3,6,data_patches/0790_3.npy
0790,3,7,data_patches/0790_3.npy
0790,3,8,data_patches/0790_3.npy
0790,3,9,data_patches/0790_3.npy
0790,3,10,data_patches/0790_3.npy
0790,3,11,data_patches/0790_3.npy
0790,3,12,data_patches/0790_3.npy
0790,3,13,data_patches/0790_3.npy
0790,3,14,data_patches/0790_3.npy
0790,3,15,data_patches/0790_3.npy
0790,3,16,data_patches/0790_3.npy
0790,3,17,data_patches/0790_3.npy
0790,3,18,data_patches/0790_3.npy
0790,3,19,data_patches/0790_3.npy
0790,3,20,data_patches/0790_3.npy
0790,3,21,data_patches/0790_3.npy
0790,3,22,data_patches/0790_3.npy
0790,3,23,data_patches/0790_3.npy
0790,3,24,data_patches/0790_3.npy
0790,3,25,data_patches/0790_3.npy
0790,3,26,data_patches/0790_3.npy
0790,3,27,data_patches/0790_3.npy
0790,3,28,data_patches/0790_3.npy
0790,3,29,data_patches/0790_3.npy
0790,3,30,data_patches/0790_3.npy
0790,3,31,data_patches/0790_3.npy
0790,3,32,data_patches/0790_3.npy
0790,3,33,data_patches/0790_3.npy
0790,3,34,data_patches/0790_3.npy
0790,3,35,data_patches/0790_3.npy
0790,3,36,data_patches/0790_3.npy
0790,3,37,data_patches/0790_3.npy
0790,3,38,data_patches/0790_3.npy
0790,3,39,data_patches/0790_3.npy
0790,3,40,data_patches/0790_3.npy
0790,3,41,data_patches/0790_3.npy
0790,3,42,data_patches/0790_3.npy
0790,3,43,data_patches/0790_3.npy
0790,3,44,data_patches/0790_3.npy
0790,3,45,data_patches/0790_3.npy
0790,3,46,data_patches/0790_3.npy
0790,3,47,data_patches/0790_3.npy
0790,3,48,data_patches/0790_3.npy
0790,3,49,data_patches/0790_3.npy
0790,3,50,data_patches/0790_3.npy
0790,3,51,data_patches/0790_3.npy
0790,3,52,data_patches/0790_3.npy
0790,3,53,data_patches/0790_3.npy
0790,3,54,data_patches/0790_3.npy
0790,3,55,data_patches/0790_3.npy
0790,3,56,data_patches/0790_3.npy
0790,3,57,data_patches/0790_3.npy
0790,3,58,data_patches/0790_3.npy
0790,3,59,data_patches/0790_3.npy
0790,3,60,data_patches/0790_3.npy
0790,3,61,data_patches/0790_3.npy
0790,3,62,data_patches/0790_3.npy
0790,3,63,data_patches/0790_3.npy
0790,3,64,data_patches/0790_3.npy
0790,3,65,data_patches/0790_3.npy
0790,3,66,data_patches/0790_3.npy
0790,3,67,data_patches/0790_3.npy
0790,3,68,data_patches/0790_3.npy
0790,3,69,data_patches/0790_3.npy
0790,3,70,data_patches/0790_3.npy
0790,3,71,data_patches/0790_3.npy
0790,3,72,data_patches/0790_3.npy
0790,3,73,data_patches/0790_3.npy
0790,3,74,data_patches/0790_3.npy
0790,3,75,data_patches/0790_3.npy
0790,3,76,data_patches/0790_3.npy
0790,3,77,data_patches/0790_3.npy
0790,3,78,data_patches/0790_3.npy
0790,3,79,data_patches/0790_3.npy
0790,3,80,data_patches/0790_3.npy
0790,3,81,data_patches/0790_3.npy
0790,3,82,data_patches/0790_3.npy
0790,3,83,data_patches/0790_3.npy
0790,4,0,data_patches/0790_4.npy
0790,4,1,data_patches/0790_4.npy
0790,4,2,data_patches/0790_4.npy
0790,4,3,data_patches/0790_4.npy
0790,4,4,data_patches/0790_4.npy
0790,4,5,data_patches/0790_4.npy
0790,4,6,data_patches/0790_4.npy
0790,4,7,data_patches/0790_4.npy
0790,4,8,data_patches/0790_4.npy
0790,4,9,data_patches/0790_4.npy
0790,4,10,data_patches/0790_4.npy
0790,4,11,data_patches/0790_4.npy
0790,4,12,data_patches/0790_4.npy
0790,4,13,data_patches/0790_4.npy
0790,4,14,data_patches/0790_4.npy
0790,4,15,data_patches/0790_4.npy
0790,4,16,data_patches/0790_4.npy
0790,4,17,data_patches/0790_4.npy
0790,4,18,data_patches/0790_4.npy
0790,4,19,data_patches/0790_4.npy
0790,4,20,data_patches/0790_4.npy
0790,4,21,data_patches/0790_4.npy
0790,4,22,data_patches/0790_4.npy
0790,4,23,data_patches/0790_4.npy
0790,4,24,data_patches/0790_4.npy
0790,4,25,data_patches/0790_4.npy
0790,4,26,data_patches/0790_4.npy
0790,4,27,data_patches/0790_4.npy
0790,4,28,data_patches/0790_4.npy
0790,4,29,data_patches/0790_4.npy
0790,4,30,data_patches/0790_4.npy
0790,4,31,data_patches/0790_4.npy
0790,4,32,data_patches/0790_4.npy
0790,4,33,data_patches/0790_4.npy
0790,4,34,data_patches/0790_4.npy
0790,4,35,data_patches/0790_4.npy
0790,4,36,data_patches/0790_4.npy
0790,4,37,data_patches/0790_4.npy
0790,4,38,data_patches/0790_4.npy
0790,4,39,data_patches/0790_4.npy
0790,4,40,data_patches/0790_4.npy
0790,4,41,data_patches/0790_4.npy
0790,4,42,data_patches/0790_4.npy
0790,4,43,data_patches/0790_4.npy
0790,4,44,data_patches/0790_4.npy
0790,4,45,data_patches/0790_4.npy
0790,4,46,data_patches/0790_4.npy
0790,4,47,data_patches/0790_4.npy
0790,4,48,data_patches/0790_4.npy
0790,4,49,data_patches/0790_4.npy
0790,4,50,data_patches/0790_4.npy
0790,4,51,data_patches/0790_4.npy
0790,4,52,data_patches/0790_4.npy
0790,4,53,data_patches/0790_4.npy
0790,4,54,data_patches/0790_4.npy
0790,4,55,data_patches/0790_4.npy
0790,4,56,data_patches/0790_4.npy
0790,4,57,data_patches/0790_4.npy
0790,4,58,data_patches/0790_4.npy
0790,4,59,data_patches/0790_4.npy
0790,4,60,data_patches/0790_4.npy
0790,4,61,data_patches/0790_4.npy
0790,4,62,data_patches/0790_4.npy
0790,4,63,data_patches/0790_4.npy
0790,4,64,data_patches/0790_4.npy
0790,4,65,data_patches/0790_4.npy
0790,4,66,data_patches/0790_4.npy
0790,4,67,data_patches/0790_4.npy
0790,4,68,data_patches/0790_4.npy
0790,4,69,data_patches/0790_4.npy
0790,4,70,data_patches/0790_4.npy
0790,4,71,data_patches/0790_4.npy
0790,4,72,data_patches/0790_4.npy
0790,4,73,data_patches/0790_4.npy
0790,4,74,data_patches/0790_4.npy
0790,4,75,data_patches/0790_4.npy
0790,4,76,data_patches/0790_4.npy
0790,4,77,data_patches/0790_4.npy
0790,4,78,data_patches/0790_4.npy
0790,4,79,data_patches/0790_4.npy
0790,4,80,data_patches/0790_4.npy
0790,4,81,data_patches/0790_4.npy
0790,4,82,data_patches/0790_4.npy
0790,4,83,data_patches/0790_4.npy
0790,4,84,data_patches/0790_4.npy
0790,4,85,data_patches/0790_4.npy
0790,4,86,data_patches/0790_4.npy
0790,4,87,data_patches/0790_4.npy
0790,4,88,data_patches/0790_4.npy
0790,4,89,data_patches/0790_4.npy
0790,4,90,data_patches/0790_4.npy
0790,4,91,data_patches/0790_4.npy
0790,4,92,data_patches/0790_4.npy
0790,4,93,data_patches/0790_4.npy
0790,4,94,data_patches/0790_4.npy
0790,4,95,data_patches/0790_4.npy
0790,4,96,data_patches/0790_4.npy
0790,4,97,data_patches/0790_4.npy
0790,4,98,data_patches/0790_4.npy
0790,4,99,data_patches/0790_4.npy
0790,4,100,data_patches/0790_4.npy
0790,4,101,data_patches/0790_4.npy
0790,4,102,data_patches/0790_4.npy
0790,4,103,data_patches/0790_4.npy
0790,4,104,data_patches/0790_4.npy
0790,4,105,data_patches/0790_4.npy
0790,4,106,data_patches/0790_4.npy
0790,4,107,data_patches/0790_4.npy
0790,4,108,data_patches/0790_4.npy
0790,4,109,data_patches/0790_4.npy
0790,4,110,data_patches/0790_4.npy
0790,4,111,data_patches/0790_4.npy
0876,1,0,data_patches/0876_1.npy
0876,1,1,data_patches/0876_1.npy
0876,1,2,data_patches/0876_1.npy
0876,1,3,data_patches/0876_1.npy
0876,1,4,data_patches/0876_1.npy
0876,1,5,data_patches/0876_1.npy
0876,1,6,data_patches/0876_1.npy
0876,1,7,data_patches/0876_1.npy
0876,1,8,data_patches/0876_1.npy
0876,1,9,data_patches/0876_1.npy
0876,1,10,data_patches/0876_1.npy
0876,1,11,data_patches/0876_1.npy
0876,1,12,data_patches/0876_1.npy
0876,1,13,data_patches/0876_1.npy
0876,1,14,data_patches/0876_1.npy
0876,1,15,data_patches/0876_1.npy
0876,1,16,data_patches/0876_1.npy
0876,1,17,data_patches/0876_1.npy
0876,1,18,data_patches/0876_1.npy
0876,1,19,data_patches/0876_1.npy
0876,1,20,data_patches/0876_1.npy
0876,1,21,data_patches/0876_1.npy
0876,1,22,data_patches/0876_1.npy
0876,1,23,data_patches/0876_1.npy
0876,1,24,data_patches/0876_1.npy
0876,1,25,data_patches/0876_1.npy
0876,1,26,data_patches/0876_1.npy
0876,1,27,data_patches/0876_1.npy
0876,1,28,data_patches/0876_1.npy
0876,1,29,data_patches/0876_1.npy
0876,1,30,data_patches/0876_1.npy
0876,1,31,data_patches/0876_1.npy
0876,1,32,data_patches/0876_1.npy
0876,1,33,data_patches/0876_1.npy
0876,1,34,data_patches/0876_1.npy
0876,1,35,data_patches/0876_1.npy
0876,2,0,data_patches/0876_2.npy
0876,2,1,data_patches/0876_2.npy
0876,2,2,data_patches/0876_2.npy
0876,2,3,data_patches/0876_2.npy
0876,2,4,data_patches/0876_2.npy
0876,2,5,data_patches/0876_2.npy
0876,2,6,data_patches/0876_2.npy
0876,2,7,data_patches/0876_2.npy
0876,2,8,data_patches/0876_2.npy
0876,2,9,data_patches/0876_2.npy
0876,2,10,data_patches/0876_2.npy
0876,2,11,data_patches/0876_2.npy
0876,2,12,data_patches/0876_2.npy
0876,2,13,data_patches/0876_2.npy
0876,2,14,data_patches/0876_2.npy
0876,2,15,data_patches/0876_2.npy
0876,2,16,data_patches/0876_2.npy
0876,2,17,data_patches/0876_2.npy
0876,2,18,data_patches/0876_2.npy
0876,2,19,data_patches/0876_2.npy
0876,2,20,data_patches/0876_2.npy
0876,2,21,data_patches/0876_2.npy
0876,2,22,data_patches/0876_2.npy
0876,2,23,data_patches/0876_2.npy
0876,2,24,data_patches/0876_2.npy
0876,2,25,data_patches/0876_2.npy
0876,2,26,data_patches/0876_2.npy
0876,2,27,data_patches/0876_2.npy
0876,2,28,data_patches/0876_2.npy
0876,2,29,data_patches/0876_2.npy
0876,2,30,data_patches/0876_2.npy
0876,2,31,data_patches/0876_2.npy
0876,2,32,data_patches/0876_2.npy
0876,2,33,data_patches/0876_2.npy
0876,2,34,data_patches/0876_2.npy
0876,2,35,data_patches/0876_2.npy
0876,3,0,data_patches/0876_3.npy
0876,3,1,data_patches/0876_3.npy
0876,3,2,data_patches/0876_3.npy
0876,3,3,data_patches/0876_3.npy
0876,3,4,data_patches/0876_3.npy
0876,3,5,data_patches/0876_3.npy
0876,3,6,data_patches/0876_3.npy
0876,3,7,data_patches/0876_3.npy
0876,3,8,data_patches/0876_3.npy
0876,3,9,data_patches/0876_3.npy
0876,3,10,data_patches/0876_3.npy
0876,3,11,data_patches/0876_3.npy
0876,3,12,data_patches/0876_3.npy
0876,3,13,data_patches/0876_3.npy
0876,3,14,data_patches/0876_3.npy
0876,3,15,data_patches/0876_3.npy
0876,3,16,data_patches/0876_3.npy
0876,3,17,data_patches/0876_3.npy
0876,3,18,data_patches/0876_3.npy
0876,3,19,data_patches/0876_3.npy
0876,3,20,data_patches/0876_3.npy
0876,3,21,data_patches/0876_3.npy
0876,3,22,data_patches/0876_3.npy
0876,3,23,data_patches/0876_3.npy
0876,3,24,data_patches/0876_3.npy
0876,3,25,data_patches/0876_3.npy
0876,3,26,data_patches/0876_3.npy
0876,3,27,data_patches/0876_3.npy
0876,3,28,data_patches/0876_3.npy
0876,3,29,data_patches/0876_3.npy
0876,3,30,data_patches/0876_3.npy
0876,3,31,data_patches/0876_3.npy
0876,3,32,data_patches/0876_3.npy
0876,3,33,data_patches/0876_3.npy
0876,3,34,data_patches/0876_3.npy
0876,3,35,data_patches/0876_3.npy
0876,4,0,data_patches/0876_4.npy
0876,4,1,data_patches/0876_4.npy
0876,4,2,data_patches/0876_4.npy
0876,4,3,data_patches/0876_4.npy
0876,4,4,data_patches/0876_4.npy
0876,4,5,data_patches/0876_4.npy
0876,4,6,data_patches/0876_4.npy
0876,4,7,data_patches/0876_4.npy
0876,4,8,data_patches/0876_4.npy
0876,4,9,data_patches/0876_4.npy
0876,4,10,data_patches/0876_4.npy
0876,4,11,data_patches/0876_4.npy
0876,4,12,data_patches/0876_4.npy
0876,4,13,data_patches/0876_4.npy
0876,4,14,data_patches/0876_4.npy
0876,4,15,data_patches/0876_4.npy
0876,4,16,data_patches/0876_4.npy
0876,4,17,data_patches/0876_4.npy
0876,4,18,data_patches/0876_4.npy
0876,4,19,data_patches/0876_4.npy
0876,4,20,data_patches/0876_4.npy
0876,4,21,data_patches/0876_4.npy
0876,4,22,data_patches/0876_4.npy
0876,4,23,data_patches/0876_4.npy
0876,4,24,data_patches/0876_4.npy
0876,4,25,data_patches/0876_4.npy
0876,4,26,data_patches/0876_4.npy
0876,4,27,data_patches/0876_4.npy
0876,4,28,data_patches/0876_4.npy
0876,4,29,data_patches/0876_4.npy
0876,4,30,data_patches/0876_4.npy
0876,4,31,data_patches/0876_4.npy
0876,4,32,data_patches/0876_4.npy
0876,4,33,data_patches/0876_4.npy
0876,4,34,data_patches/0876_4.npy
0876,4,35,data_patches/0876_4.npy
0876,5,0,data_patches/0876_5.npy
0876,5,1,data_patches/0876_5.npy
0876,5,2,data_patches/0876_5.npy
0876,5,3,data_patches/0876_5.npy
0876,5,4,data_patches/0876_5.npy
0876,5,5,data_patches/0876_5.npy
0876,5,6,data_patches/0876_5.npy
0876,5,7,data_patches/0876_5.npy
0876,5,8,data_patches/0876_5.npy
0876,5,9,data_patches/0876_5.npy
0876,5,10,data_patches/0876_5.npy
0876,5,11,data_patches/0876_5.npy
0876,5,12,data_patches/0876_5.npy
0876,5,13,data_patches/0876_5.npy
0876,5,14,data_patches/0876_5.npy
0876,5,15,data_patches/0876_5.npy
0876,5,16,data_patches/0876_5.npy
0876,5,17,data_patches/0876_5.npy
0876,5,18,data_patches/0876_5.npy
0876,5,19,data_patches/0876_5.npy
0876,5,20,data_patches/0876_5.npy
0876,5,21,data_patches/0876_5.npy
0876,5,22,data_patches/0876_5.npy
0876,5,23,data_patches/0876_5.npy
0876,5,24,data_patches/0876_5.npy
0876,5,25,data_patches/0876_5.npy
0876,5,26,data_patches/0876_5.npy
0876,6,0,data_patches/0876_6.npy
0876,6,1,data_patches/0876_6.npy
0876,6,2,data_patches/0876_6.npy
0876,6,3,data_patches/0876_6.npy
0876,6,4,data_patches/0876_6.npy
0876,6,5,data_patches/0876_6.npy
0876,6,6,data_patches/0876_6.npy
0876,6,7,data_patches/0876_6.npy
0876,6,8,data_patches/0876_6.npy
0876,6,9,data_patches/0876_6.npy
0876,6,10,data_patches/0876_6.npy
0876,6,11,data_patches/0876_6.npy
0876,6,12,data_patches/0876_6.npy
0876,6,13,data_patches/0876_6.npy
0876,6,14,data_patches/0876_6.npy
0876,6,15,data_patches/0876_6.npy
0876,6,16,data_patches/0876_6.npy
0876,6,17,data_patches/0876_6.npy
0876,6,18,data_patches/0876_6.npy
0876,6,19,data_patches/0876_6.npy
0876,6,20,data_patches/0876_6.npy
0876,6,21,data_patches/0876_6.npy
0876,6,22,data_patches/0876_6.npy
0876,6,23,data_patches/0876_6.npy
0876,6,24,data_patches/0876_6.npy
0876,6,25,data_patches/0876_6.npy
0876,6,26,data_patches/0876_6.npy
0876,7,0,data_patches/0876_7.npy
0876,7,1,data_patches/0876_7.npy
0876,7,2,data_patches/0876_7.npy
0876,7,3,data_patches/0876_7.npy
0876,7,4,data_patches/0876_7.npy
0876,7,5,data_patches/0876_7.npy
0876,7,6,data_patches/0876_7.npy
0876,7,7,data_patches/0876_7.npy
0876,7,8,data_patches/0876_7.npy
0876,7,9,data_patches/0876_7.npy
0876,7,10,data_patches/0876_7.npy
0876,7,11,data_patches/0876_7.npy
0876,7,12,data_patches/0876_7.npy
0876,7,13,data_patches/0876_7.npy
0876,7,14,data_patches/0876_7.npy
0876,7,15,data_patches/0876_7.npy
0876,7,16,data_patches/0876_7.npy
0876,7,17,data_patches/0876_7.npy
0876,7,18,data_patches/0876_7.npy
0876,7,19,data_patches/0876_7.npy
0876,7,20,data_patches/0876_7.npy
0876,7,21,data_patches/0876_7.npy
0876,7,22,data_patches/0876_7.npy
0876,7,23,data_patches/0876_7.npy
0876,7,24,data_patches/0876_7.npy
0876,7,25,data_patches/0876_7.npy
0876,7,26,data_patches/0876_7.npy
0876,7,27,data_patches/0876_7.npy
0876,7,28,data_patches/0876_7.npy
0876,7,29,data_patches/0876_7.npy
0876,7,30,data_patches/0876_7.npy
0876,7,31,data_patches/0876_7.npy
0876,7,32,data_patches/0876_7.npy
0876,7,33,data_patches/0876_7.npy
0876,7,34,data_patches/0876_7.npy
0876,7,35,data_patches/0876_7.npy
0876,8,0,data_patches/0876_8.npy
0876,8,1,data_patches/0876_8.npy
0876,8,2,data_patches/0876_8.npy
0876,8,3,data_patches/0876_8.npy
0876,8,4,data_patches/0876_8.npy
0876,8,5,data_patches/0876_8.npy
0876,8,6,data_patches/0876_8.npy
0876,8,7,data_patches/0876_8.npy
0876,8,8,data_patches/0876_8.npy
0876,8,9,data_patches/0876_8.npy
0876,8,10,data_patches/0876_8.npy
0876,8,11,data_patches/0876_8.npy
0876,8,12,data_patches/0876_8.npy
0876,8,13,data_patches/0876_8.npy
0876,8,14,data_patches/0876_8.npy
0876,8,15,data_patches/0876_8.npy
0876,8,16,data_patches/0876_8.npy
0876,8,17,data_patches/0876_8.npy
0876,8,18,data_patches/0876_8.npy
0876,8,19,data_patches/0876_8.npy
0876,8,20,data_patches/0876_8.npy
0876,8,21,data_patches/0876_8.npy
0876,8,22,data_patches/0876_8.npy
0876,8,23,data_patches/0876_8.npy
0876,8,24,data_patches/0876_8.npy
0876,8,25,data_patches/0876_8.npy
0876,8,26,data_patches/0876_8.npy
0876,8,27,data_patches/0876_8.npy
0876,8,28,data_patches/0876_8.npy
0876,8,29,data_patches/0876_8.npy
0876,8,30,data_patches/0876_8.npy
0876,8,31,data_patches/0876_8.npy
0876,8,32,data_patches/0876_8.npy
0876,8,33,data_patches/0876_8.npy
0876,8,34,data_patches/0876_8.npy
0876,8,35,data_patches/0876_8.npy
10249,1,0,data_patches/10249_1.npy
10249,1,1,data_patches/10249_1.npy
10249,1,2,data_patches/10249_1.npy
10249,1,3,data_patches/10249_1.npy
10249,1,4,data_patches/10249_1.npy
10249,1,5,data_patches/10249_1.npy
10249,1,6,data_patches/10249_1.npy
10249,1,7,data_patches/10249_1.npy
10249,1,8,data_patches/10249_1.npy
10249,1,9,data_patches/10249_1.npy
10249,1,10,data_patches/10249_1.npy
10249,1,11,data_patches/10249_1.npy
10249,1,12,data_patches/10249_1.npy
10249,1,13,data_patches/10249_1.npy
10249,1,14,data_patches/10249_1.npy
10249,1,15,data_patches/10249_1.npy
10249,1,16,data_patches/10249_1.npy
10249,1,17,data_patches/10249_1.npy
10249,1,18,data_patches/10249_1.npy
10249,1,19,data_patches/10249_1.npy
10249,1,20,data_patches/10249_1.npy
10249,1,21,data_patches/10249_1.npy
10249,1,22,data_patches/10249_1.npy
10249,1,23,data_patches/10249_1.npy
10249,1,24,data_patches/10249_1.npy
10249,1,25,data_patches/10249_1.npy
10249,1,26,data_patches/10249_1.npy
10249,1,27,data_patches/10249_1.npy
10249,1,28,data_patches/10249_1.npy
10249,1,29,data_patches/10249_1.npy
10249,1,30,data_patches/10249_1.npy
10249,1,31,data_patches/10249_1.npy
10249,1,32,data_patches/10249_1.npy
10249,1,33,data_patches/10249_1.npy
10249,1,34,data_patches/10249_1.npy
10249,1,35,data_patches/10249_1.npy
10249,1,36,data_patches/10249_1.npy
10249,1,37,data_patches/10249_1.npy
10249,1,38,data_patches/10249_1.npy
10249,1,39,data_patches/10249_1.npy
10249,1,40,data_patches/10249_1.npy
10249,1,41,data_patches/10249_1.npy
10249,1,42,data_patches/10249_1.npy
10249,1,43,data_patches/10249_1.npy
10249,1,44,data_patches/10249_1.npy
10249,1,45,data_patches/10249_1.npy
10249,1,46,data_patches/10249_1.npy
10249,1,47,data_patches/10249_1.npy
10249,1,48,data_patches/10249_1.npy
10249,1,49,data_patches/10249_1.npy
10249,1,50,data_patches/10249_1.npy
10249,1,51,data_patches/10249_1.npy
10249,1,52,data_patches/10249_1.npy
10249,1,53,data_patches/10249_1.npy
10249,1,54,data_patches/10249_1.npy
10249,1,55,data_patches/10249_1.npy
10249,1,56,data_patches/10249_1.npy
10249,1,57,data_patches/10249_1.npy
10249,1,58,data_patches/10249_1.npy
10249,1,59,data_patches/10249_1.npy
10249,1,60,data_patches/10249_1.npy
10249,1,61,data_patches/10249_1.npy
10249,1,62,data_patches/10249_1.npy
10249,1,63,data_patches/10249_1.npy
