id,map_path,contourLevel,gt_path,gt_subunits,matched_subunits,step,sigma,voxels,voxels_assigned,euler_segments,iou,proportion,consistency,homogenity,label
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,16,4,1.5627511006987898,231399,"{1: 13343, 2: 7120, 3: 11207, 4: 15633, 5: 22038, 6: 7125, 7: 5396, 8: 1892, 9: 15018, 10: 1687, 11: 5449, 12: 3671, 13: 7463, 14: 739, 15: 7376, 16: 1842}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1}",0.03827580251100107,3.3636363636363638,0.08498616063578951,3.737455447125186e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,23,3,2.8532119823975988,231399,"{1: 12703, 2: 13910, 3: 5057, 4: 5970, 5: 9663, 6: 2501, 7: 8907, 8: 4625, 9: 1406, 10: 7756, 11: 3968, 12: 5396, 13: 394, 14: 1498, 15: 11308, 16: 1752, 17: 2185, 18: 1687, 19: 7368, 20: 8988, 21: 2314, 22: 5801, 23: 1842}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1}",0.016118793220683294,4.181818181818182,0.020584346096612752,4.831789214761422e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,5,4,2.3268351503801217,231399,"{1: 47713, 2: 27705, 3: 6444, 4: 1892, 5: 43245}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1}",0.05142542549493767,1.3636363636363635,0.10295390081081855,3.0472583333232603e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,4,4,2.475580119718667,231399,"{1: 47713, 2: 34149, 3: 1892, 4: 43245}","{1: 1, 2: 1, 3: 1, 4: 1}",0.08874845631547636,1.2727272727272727,0.15560282800475503,5.3303786353261306e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,34,3,2.0012398407876884,231399,"{1: 1157, 2: 566, 3: 3655, 4: 7846, 5: 1192, 6: 6954, 7: 5662, 8: 3382, 9: 5970, 10: 3172, 11: 1110, 12: 5641, 13: 1562, 14: 11194, 15: 4625, 16: 4243, 17: 572, 18: 2464, 19: 2437, 20: 5044, 21: 3980, 22: 394, 23: 1498, 24: 994, 25: 11839, 26: 1505, 27: 1051, 28: 701, 29: 1687, 30: 2455, 31: 6582, 32: 6830, 33: 7193, 34: 1842}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 29: 1, 30: 1, 31: 1, 32: 1, 33: 1, 34: 1}",0.004235724157862503,5.090909090909091,0.007930670497232629,3.5029816737983603e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,32,4,1.0597240739124156,231399,"{1: 745, 2: 566, 3: 3655, 4: 7846, 5: 1192, 6: 6954, 7: 5662, 8: 3382, 9: 5970, 10: 3172, 11: 5564, 12: 2719, 13: 1187, 14: 11194, 15: 4625, 16: 4243, 17: 572, 18: 2464, 19: 2437, 20: 5044, 21: 3980, 22: 394, 23: 1498, 24: 12088, 25: 1505, 26: 1752, 27: 1687, 28: 2455, 29: 6670, 30: 6742, 31: 7193, 32: 1842}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 29: 1, 30: 1, 31: 1, 32: 1}",0.0016820383143492544,5.0,0.005332856120257696,4.7488410979882164e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,50,3,1.418212974357585,231399,"{1: 1102, 2: 7920, 3: 566, 4: 160, 5: 2341, 6: 2065, 7: 3790, 8: 1590, 9: 1192, 10: 1725, 11: 5128, 12: 6079, 13: 2063, 14: 2577, 15: 3953, 16: 2480, 17: 1303, 18: 980, 19: 1562, 20: 2335, 21: 1929, 22: 2017, 23: 2326, 24: 8907, 25: 4625, 26: 4960, 27: 572, 28: 1406, 29: 715, 30: 2464, 31: 3968, 32: 2081, 33: 2932, 34: 394, 35: 1498, 36: 9045, 37: 1760, 39: 503, 40: 1919, 41: 1525, 42: 1687, 43: 1290, 44: 540, 45: 2185, 46: 984, 47: 4251, 48: 5449, 50: 739, 51: 1575, 52: 1842}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 29: 1, 30: 1, 31: 1, 32: 1, 33: 1, 34: 1, 35: 1, 36: 1, 37: 1, 39: 1, 40: 1, 41: 1, 42: 1, 43: 1, 44: 1, 45: 1, 46: 1, 47: 1, 48: 1, 50: 1, 51: 1, 52: 1}",0.0176506812038412,7.181818181818182,0.025259784507743646,2.1365076632245633e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,24,3,2.5601624286076206,231399,"{1: 13204, 2: 12630, 3: 2088, 4: 4351, 5: 5970, 6: 6751, 7: 2719, 8: 9690, 9: 6291, 10: 7756, 11: 2464, 12: 3968, 13: 3980, 14: 394, 15: 1498, 16: 12833, 17: 1525, 18: 1914, 19: 3439, 20: 8087, 21: 3619, 22: 7193, 23: 2793, 24: 1842}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1}",0.03161367854752923,4.181818181818182,0.039559595559262244,4.093567352205809e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,17,4,1.4924406483881596,231399,"{1: 12703, 2: 16487, 3: 2480, 4: 2017, 5: 13616, 6: 17439, 7: 11724, 8: 5396, 9: 1892, 10: 13493, 11: 1752, 12: 1687, 13: 7368, 14: 8988, 15: 739, 16: 7376, 17: 1842}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1}",0.016118793220683294,3.3636363636363638,0.020584346096612752,5.754331127520871e+19,bad
emd-0251,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251.mrc,0.004,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0251_gt.mrc,11,28,3,2.1752127568605895,231399,"{1: 1157, 2: 566, 3: 2713, 4: 9980, 5: 7973, 6: 5168, 7: 2088, 8: 5970, 9: 4351, 10: 1562, 11: 6751, 12: 11356, 13: 4625, 14: 5319, 15: 2464, 16: 2437, 17: 3968, 18: 3980, 19: 394, 20: 1498, 21: 12532, 22: 1752, 23: 1687, 24: 3527, 25: 8087, 26: 7494, 27: 5758, 28: 1842}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1}",0.0025536858435132484,4.636363636363637,0.0025978143769749334,4.1504764747698545e+19,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,2,4,2.5689365932487753,78494,"{1: 14243, 2: 4105}","{1: 1, 2: 1}",0.04849165672026024,1.3333333333333333,0.3333333333333333,1.6505692634312868e+19,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,21,2,2.960366417235291,78494,"{1: 60, 2: 320, 3: 1476, 4: 938, 5: 438, 6: 691, 7: 853, 8: 1978, 9: 1650, 10: 435, 11: 484, 12: 866, 13: 223, 14: 620, 15: 1685, 16: 1052, 17: 1075, 18: 1335, 19: 1114, 20: 414, 21: 641}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1}",0.01994987352777636,8.0,0.021659604315442154,91.4375,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,5,4,1.6833837172873862,78494,"{1: 6572, 2: 3237, 3: 3039, 4: 4105, 5: 1395}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1}",0.007564665690580771,2.3333333333333335,0.013785129847029528,2.2255288158589202e+19,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,7,4,1.5965585998261762,78494,"{1: 6374, 2: 3435, 3: 1354, 4: 1685, 5: 1298, 6: 2807, 7: 1395}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1}",0.01162176439513999,3.0,0.02152258982568481,1.942852879247632e+19,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,9,3,2.5628566618170163,78494,"{1: 247, 2: 60, 3: 2841, 4: 1186, 5: 2831, 6: 2704, 7: 3039, 8: 1335, 9: 4105}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}",0.01966308068978591,4.0,0.02237813424955373,5.716569127008949e+18,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,35,2,1.7935916502182085,78494,"{1: 627, 2: 1113, 3: 469, 4: 1071, 5: 503, 6: 477, 7: 341, 8: 260, 9: 327, 10: 60, 11: 157, 12: 813, 13: 697, 14: 501, 15: 468, 17: 669, 18: 1198, 19: 437, 20: 1173, 22: 184, 23: 484, 24: 264, 25: 295, 26: 223, 28: 463, 29: 798, 30: 447, 31: 713, 32: 480, 33: 521, 34: 101, 36: 585, 37: 523, 38: 492, 39: 414}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 17: 1, 18: 1, 19: 1, 20: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1, 28: 1, 29: 1, 30: 1, 31: 1, 32: 1, 33: 1, 34: 1, 36: 1, 37: 1, 38: 1, 39: 1}",0.011853551285727943,13.0,0.013155102906853384,1.134907106097365e+19,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,2,4,2.5407490455176593,78494,"{1: 14243, 2: 4105}","{1: 1, 2: 1}",0.04849165672026024,1.3333333333333333,0.3333333333333333,1.6505692634312868e+19,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,5,4,1.8526229326227797,78494,"{1: 6858, 2: 3011, 3: 3039, 4: 1335, 5: 4105}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1}",0.0006918705213738572,2.3333333333333335,0.0012451085023123443,2.268463132306519e+19,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,11,3,2.1562530231616908,78494,"{1: 247, 2: 60, 3: 3106, 4: 921, 5: 1978, 6: 853, 7: 2704, 8: 1420, 9: 1619, 10: 1335, 11: 4105}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1}",0.019586666565312636,4.666666666666667,0.02237813424955373,5.716569127008949e+18,bad
emd-0290,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290.mrc,0.118,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0290_gt.mrc,3,2,4,2.5362170557883923,78494,"{1: 14243, 2: 4105}","{1: 1, 2: 1}",0.04849165672026024,1.3333333333333333,0.3333333333333333,1.6505692634312868e+19,bad
emd-0293,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0293.mrc,0.102,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0293_gt.mrc,4,34,3,1.146054914848561,91685,"{1: 502, 2: 445, 3: 962, 4: 483, 5: 287, 7: 73, 8: 171, 9: 170, 10: 1201, 11: 366, 13: 448, 14: 1077, 15: 804, 16: 476, 17: 1196, 18: 2508, 19: 551, 20: 1593, 21: 408, 23: 875, 24: 496, 25: 2925, 26: 2460, 27: 1485, 28: 1363, 29: 109, 30: 629, 31: 983, 32: 2695, 34: 1347, 35: 714, 36: 515, 37: 908, 38: 1395}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 29: 1, 30: 1, 31: 1, 32: 1, 34: 1, 35: 1, 36: 1, 37: 1, 38: 1}",0.016896953554186783,12.0,0.01862043661713447,1.4587159193053037e+19,bad
emd-0293,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0293.mrc,0.102,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0293_gt.mrc,4,3,4,1.9436615221898732,91685,"{1: 3406, 2: 6933, 3: 22281}","{1: 1, 2: 1, 3: 1}",0.026281182752849287,1.75,0.12098697486699689,2.4617801463113974e+19,bad
emd-0293,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0293.mrc,0.102,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0293_gt.mrc,4,16,3,1.9519418746854387,91685,"{1: 73, 2: 1371, 3: 746, 4: 476, 5: 536, 6: 366, 7: 1444, 8: 3040, 9: 5165, 10: 4267, 11: 3058, 12: 2105, 13: 2040, 14: 948, 15: 4684, 16: 2301}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1}",0.04482500618691099,5.5,0.049472096530920065,1.016012075934784e+19,bad
